,step,amount,isFraud
2326530,188,8456.7,0
5726392,399,2285.78,0
3314461,252,13174.87,0
4646907,330,31529.19,0
6103112,524,235834.97,0
989533,45,6827.84,0
3793088,281,303585.31,0
1638342,157,2858.88,0
5007661,353,479354.71,0
1284901,135,179330.09,0
3100876,235,422632.95,0
5516263,380,1875.33,0
2319794,188,314483.21,0
5973691,407,9876.31,0
2205992,186,992.37,0
5864940,403,51169.79,0
796920,40,128945.9,0
3159649,237,37295.92,0
1715068,160,209790.71,0
1262250,134,54586.24,0
1114613,130,9228.33,0
2126237,183,57.42,0
3972717,297,18859.51,0
2903835,228,291483.16,0
947847,44,8034.89,0
613335,34,20800.1,0
3089818,235,12722.3,0
4896685,349,80878.09,0
1930599,169,5591.68,0
3212924,249,19527.43,0
1587413,155,28355.07,0
460604,19,52112.02,0
3998889,298,9760.84,0
760060,38,328070.44,0
5630738,395,37216.24,0
5220614,370,58919.44,0
2855545,227,17012.79,0
4505329,325,179960.62,0
2201275,185,90772.19,0
3030066,233,86464.2,0
2449318,203,73740.07,0
4501532,325,37882.88,0
6336634,691,168594.13,0
1387289,139,418318.89,0
4767941,334,21215.06,0
1060270,119,22460.8,0
739149,38,594912.43,0
2628455,209,38946.4,0
4548203,327,329498.87,0
792304,40,142187.57,0
3797371,281,205549.61,0
866411,42,915.13,0
5694142,397,15813.26,0
4891563,349,301092.45,0
5230689,371,45329.61,0
245406,14,13811.52,0
3912224,284,43644.9,0
2096218,182,270712.44,0
6307577,684,101247.85,0
6173571,564,234874.23,0
1500020,143,25529.34,0
3378246,254,194319.03,0
1164251,132,38622.17,0
2587739,207,739640.64,0
5418584,378,10827.01,0
5627601,395,264182.98,0
5636991,396,210752.01,0
3001187,232,5626.15,0
160845,12,6741.7,0
6142382,545,68545.07,0
4416452,322,321326.07,0
4650252,330,8535.44,0
5372130,376,165678.07,0
734016,38,187161.16,0
713790,37,63989.42,0
4320325,308,2952.22,0
2361088,190,39871.44,0
890233,42,19008.82,0
2389481,201,2979.39,0
3200226,249,5849.01,0
5230478,371,88490.74,0
3546145,260,124036.28,0
6029076,471,38629.26,0
6311760,686,470165.83,0
6202802,584,33573.87,0
3815492,281,6565.1,0
41585,9,1237.67,0
2714167,211,559479.71,0
279824,15,480535.47,0
5645940,396,368730.82,0
3710345,277,160954.61,0
3210049,249,35604.12,0
5154,5,5743.03,0
192605,13,136266.45,0
3787099,280,415528.65,0
2965222,231,182574.87,0
2511328,205,11674.41,0
4362317,309,2836.1,0
3257370,251,10783.97,0
442915,19,153986.19,0
6180377,565,55083.86,0
3273781,251,9538.54,0
1406549,139,164625.81,0
2213655,186,61230.04,0
2090039,182,39922.98,0
3683709,276,40607.08,0
5639832,396,542594.58,0
3316629,252,278883.55,0
3739047,278,562.32,0
4220112,306,105946.12,0
1890490,165,12586.2,0
1022815,47,6993.75,0
3796560,281,142505.38,0
666345,36,183676.63,0
3918864,284,225573.99,0
5107452,355,85441.28,0
386844,17,259959.21,0
4599881,329,79144.83,0
3118027,236,295438.39,0
2519018,205,288723.8,0
2736923,212,5714.94,0
3335254,253,605178.0,0
2992579,232,321734.95,0
3669091,276,90393.52,0
277790,15,131623.64,0
193866,13,391315.11,0
1800527,162,239784.52,0
371503,17,302639.62,0
2653300,209,18252.92,0
5611826,394,103816.42,0
4399064,321,23101.19,0
1720773,160,673568.84,0
2877435,227,294056.59,0
3050518,234,345990.3,0
159137,12,154808.2,0
2443992,203,116969.91,0
2507519,205,5137.4,0
4651887,330,171499.35,0
4470171,324,31399.12,0
2679949,210,73770.21,0
4199332,305,5173.5,0
4231379,306,74844.87,0
2292245,187,4352.36,0
3984570,298,75340.41,0
2225768,186,296489.58,0
4267362,307,188392.95,0
2621036,208,148953.49,0
1795059,162,13493.74,0
3809167,281,51746.62,0
2781192,214,215829.28,0
1285007,135,331593.14,0
2472156,204,35951.31,0
5475539,379,22108.77,0
1918753,167,2554.56,0
6243841,595,857.88,0
5649921,396,4898.01,0
6195702,573,159031.77,0
1944655,177,10309.71,0
89544,10,2721.65,0
5838023,402,3475.03,0
1812744,163,15214.94,0
1095311,130,373815.39,0
3692258,277,533006.8,0
191593,13,207759.54,0
2892646,228,14248.63,0
5455831,379,223079.74,0
2537134,205,242899.56,0
1405990,139,65489.5,0
2005664,179,834398.57,0
4431941,322,32305.29,0
5019937,353,162467.23,0
4372485,310,61549.45,0
5190497,369,138973.65,0
2712249,211,581887.75,0
2491239,204,31978.17,0
5186130,361,33819.13,0
4354542,309,331428.63,0
4661750,330,63275.83,0
5503938,380,168904.52,0
881509,42,4310.25,0
328499,16,235018.67,0
2107236,183,21480.02,0
4376095,311,15264.71,0
2064589,181,27332.65,0
3038573,234,317842.48,0
1404346,139,45492.49,0
4287909,307,205699.93,0
5418991,378,128479.4,0
6058507,500,15786.6,0
5014314,353,290329.03,0
1792806,162,10317.18,0
4681813,331,9139.57,0
2337286,189,79172.55,0
5235831,371,168138.67,0
4891132,349,10639.13,0
1034576,93,2453.73,0
1084886,129,60039.47,0
1159632,131,299456.79,0
792958,40,167803.23,0
5163632,358,19907.13,0
6160751,549,112680.27,0
4205637,305,348656.3,0
2383886,201,12543.38,0
5392142,377,152966.23,0
223781,14,448432.5,0
4437462,323,237895.72,0
4031609,299,101940.19,0
539978,21,158966.62,0
3177480,238,9536.95,0
760020,38,515452.31,0
3753754,279,95039.38,0
3952781,287,10290.06,0
5102973,355,969.2,0
5544804,382,31878.9,0
3694342,277,60457.33,0
3109142,235,141196.36,0
1926882,168,4871.41,0
4245477,306,173014.24,0
569950,23,1401.37,0
1475204,141,73948.46,0
1831792,163,236111.8,0
744902,38,301232.52,0
5725228,398,873.44,0
5128832,356,1589.16,0
5628023,395,90031.4,0
1322880,137,55419.3,0
5330834,374,238446.2,0
5650093,396,140461.3,0
4627588,329,307241.87,0
1225999,133,29638.99,0
5744333,399,5874.73,0
634187,35,82408.36,0
3646595,275,477240.55,0
916944,43,18740.21,0
5954790,405,32654.84,0
649815,35,74694.08,0
3556053,260,194217.56,0
540522,21,5819.57,0
4027521,299,72701.97,0
5409003,378,2849.11,0
4789066,345,18943.9,0
1846768,163,1027396.33,0
2996919,232,3965.56,0
592551,33,484.35,0
1938266,177,283296.85,0
2311430,188,538266.62,0
3445719,257,6186.39,0
5414289,378,158864.51,0
3782169,280,6156.53,0
2191297,185,23085.92,0
3402492,255,23207.77,0
3012807,232,30253.26,0
706964,37,512481.63,0
797867,40,16038.64,0
1930477,169,4385.3,0
3908414,284,220752.51,0
1604429,156,133214.67,0
4283012,307,2325.83,0
5457429,379,1184420.5,0
3709146,277,13548.94,0
4327766,308,28580.35,0
615003,34,176981.54,0
1386513,138,96361.13,0
6333137,690,252056.14,0
2114070,183,395764.78,0
3095647,235,4576.62,0
4868131,348,218123.53,0
538147,21,11344.11,0
5021197,353,16706.62,0
4098879,301,159504.86,0
1159831,131,144574.12,0
5366417,375,273748.32,0
1161461,132,297082.37,0
3980473,297,67373.48,0
2598980,208,2218.53,0
1504248,143,431375.42,0
2265303,187,993570.95,0
2246636,186,1364.82,0
3742306,279,5107.7,0
3569601,260,224835.26,0
5471487,379,14140.32,0
3785848,280,107964.88,0
5542049,382,459070.06,0
3920927,284,128511.13,0
4899293,349,159.55,0
1181674,132,360792.08,0
849424,41,30929.37,0
876522,42,8359.12,0
4008565,298,6506.78,0
2535414,205,224770.8,0
2289906,187,12055.68,0
2070865,181,109301.36,0
4207823,305,18170.53,0
2360351,190,96944.27,0
1019657,47,13461.33,0
6228045,592,18445.62,0
3941569,286,9881.44,0
1564528,155,181702.36,0
1703790,160,60325.34,0
3882019,283,58923.14,0
2650142,209,62413.42,0
4180135,304,5378.95,0
2538385,205,93794.02,0
1277949,135,47073.44,0
3421875,256,108594.12,0
5674407,397,5274.64,0
3208991,249,24425.23,0
3500423,259,10978.2,0
732771,37,425181.83,0
1340117,137,7401.09,0
2279433,187,38397.67,0
5094204,355,16812.5,0
4119069,302,19547.07,0
5555989,383,178772.61,0
5401828,377,12441.02,0
4394227,321,62581.61,0
5167453,358,36752.87,0
2889596,228,381610.35,0
5339168,374,97884.81,0
4976024,352,141697.2,0
2338031,189,10770.84,0
5131684,356,235670.49,0
569342,23,12569.77,0
5363540,375,229383.38,0
402147,18,84718.79,0
2958640,230,197197.24,0
1561474,155,310201.08,0
1501579,143,7252.05,0
4851690,347,14506.94,0
905118,43,7021.17,0
3644573,275,4631.7,0
6127475,542,145428.48,0
2039622,180,89316.52,0
847482,41,265796.36,0
2473350,204,117882.52,0
5549065,382,2782.57,0
577722,33,8218.66,0
157501,12,39556.37,0
333329,16,41208.39,0
632745,35,134183.18,0
1424509,139,189514.04,0
2575226,207,1108.76,0
3293228,252,88702.61,0
3539979,260,124804.26,0
2123407,183,64617.88,0
2463597,203,497324.81,0
3228267,250,196711.81,0
2457580,203,210440.99,0
5326686,374,182625.54,0
4800405,346,53567.72,0
227211,14,9181.75,0
1629043,157,77550.96,0
2649651,209,103137.94,0
364533,17,130750.31,0
4706888,331,16963.8,0
4382348,311,13705.51,0
1089415,129,33559.64,0
5782433,400,181887.91,0
5517052,380,12560.43,0
1219180,133,84080.47,0
5538826,382,32404.53,0
5010253,353,1218881.07,0
263802,15,12482.35,0
4723633,332,350112.84,0
5710958,398,108717.51,0
6219172,589,482405.96,0
2246748,186,195545.7,0
5923806,404,36443.34,0
1583135,155,1744773.19,0
4571695,327,8994.25,0
3738329,278,8794.52,0
1142498,131,468663.91,0
4015540,299,68077.2,0
3593870,262,268719.83,0
1520493,153,10013.85,0
3735909,278,37356.73,0
590831,33,181066.32,0
6100993,524,14561.82,0
3151974,237,152541.83,0
3620951,274,6953.89,0
2371209,191,420242.45,0
437471,18,99875.1,0
6068328,514,336478.06,0
4613903,329,6994.23,0
860918,42,335793.55,0
565543,23,156841.09,0
4717003,332,14440.29,0
333546,16,156822.43,0
417281,18,76143.71,0
2495745,204,222780.86,0
5132979,356,1092.81,0
15875,8,12978.43,0
1009726,46,162453.42,0
5389283,377,191512.1,0
3921050,284,43689.69,0
4036038,299,885898.78,0
4610117,329,168843.98,0
992539,45,9715.7,0
449317,19,8206.75,0
1069818,122,1850.3,0
2564697,206,57051.91,0
3805781,281,149878.54,0
6346130,694,320011.48,0
4073661,301,121289.81,0
4705914,331,146649.9,0
6018684,452,303073.17,0
4079140,301,152770.23,0
1490835,142,18828.92,0
5294981,373,1211556.44,0
930641,43,234813.17,0
1754627,161,9181.34,0
2046086,181,192587.71,0
3649081,275,192562.13,0
5981289,408,21730.76,0
5412436,378,46933.75,0
305912,16,13369.36,0
2021359,180,229964.95,0
4545180,326,35393.87,0
3318911,252,43969.11,0
273288,15,149968.04,0
2523949,205,34513.77,0
1303307,136,116576.66,0
3233644,250,39099.27,0
6053586,495,3012.21,0
5026486,353,274314.82,0
2454586,203,889622.69,0
6171257,563,166586.17,0
3873705,283,264530.73,0
4009967,298,47546.91,0
983716,44,275227.94,0
545425,21,146882.66,0
4745830,333,471657.68,0
3028668,233,25222.49,0
990163,45,921.34,0
1204078,133,17830.65,0
340426,16,122281.03,0
1804176,162,163029.53,0
4712185,332,169226.53,0
5237618,371,162370.4,0
2749690,212,51674.98,0
1745635,161,42666.98,0
5954614,405,6450.22,0
2555204,206,159708.67,0
1547660,154,274332.24,0
3301015,252,132103.32,0
3982412,298,34902.42,0
927325,43,433975.95,0
5517293,380,15560.32,0
2769724,213,15755.89,0
2329268,188,8935.81,0
4605540,329,130944.77,0
5720472,398,371277.39,0
3249629,251,33334.85,0
2920620,229,375643.43,0
2492746,204,8489.84,0
266144,15,3039.17,0
4291787,307,20537.85,0
4768405,334,152825.11,0
4848543,347,53780.05,0
2180714,185,715901.06,0
4098518,301,118811.93,0
2875384,227,92158.87,0
738496,38,434635.84,0
4198115,305,100602.63,0
1932706,177,141940.75,0
3966761,297,62400.41,0
5949914,405,479968.83,0
2803122,225,19107.37,0
3875389,283,45081.09,0
3260629,251,96267.51,0
4850996,347,7879.07,0
1752318,161,244200.35,0
2109245,183,5186.45,0
2121063,183,379881.18,0
1615031,156,23242.68,0
6250697,596,2958.82,0
1799596,162,113276.46,0
2335832,188,6975.53,0
4962324,351,65525.53,0
1350419,137,54062.57,0
414642,18,127817.87,0
841074,41,512136.64,0
6140101,544,249310.49,0
2701071,211,56232.82,0
4618464,329,378120.76,0
3132953,236,757937.56,0
264947,15,376970.87,0
513104,20,337159.8,0
3259482,251,47868.84,0
5856950,402,8760.96,0
1394288,139,89575.95,0
1632740,157,518415.46,0
3642809,275,47049.7,0
3237914,250,67122.34,0
3219700,250,465728.35,0
5298427,373,23688.79,0
1733811,161,1264036.91,0
1955645,178,271197.69,0
3871629,283,1128568.22,0
5565450,393,87845.48,0
4713104,332,9.92,0
2077333,182,321977.62,0
3998443,298,306644.54,0
2789459,215,603285.4,0
6057538,500,10402.41,0
1903119,165,9110.53,0
3360089,254,10729.42,0
3319165,253,438759.29,0
102341,10,260164.54,0
1586579,155,27678.65,0
773477,39,103322.93,0
2909709,229,46198.66,0
2498549,204,179820.83,0
3619931,274,8138.17,0
3390949,255,71689.53,0
689961,36,251337.49,0
5713055,398,161679.79,0
3377388,254,78418.26,0
600704,34,380357.29,0
5788896,401,208144.44,0
5821846,402,178604.32,0
906633,43,165738.6,0
5179912,359,6700.86,0
511650,20,16562.32,0
1228464,133,258972.0,0
2455676,203,177458.74,0
5561830,385,228107.9,0
1095334,130,13373.37,0
5190840,369,19147.04,0
1162829,132,386949.36,0
5615883,395,35114.42,0
4057532,300,245133.7,0
184809,13,46849.88,0
5155929,357,1189051.85,0
5510936,380,214969.95,0
712673,37,3784.95,0
540113,21,86283.99,0
2240736,186,168251.22,0
659315,35,19604.51,0
2065557,181,86061.94,0
5484794,379,211654.46,0
4816640,346,16807.07,0
876771,42,3713.45,0
3105414,235,189236.38,0
6025155,469,66745.37,0
810261,40,32299.22,0
5384861,376,16907.0,0
3726400,278,3980.86,0
41714,9,449547.19,0
1555515,154,10897.01,0
318830,16,31508.1,0
2568477,207,246181.32,0
110191,11,186414.05,0
6018787,453,18766.27,0
4981813,352,360237.13,0
1172282,132,242302.5,0
1539762,154,349040.66,0
2435770,203,8735.97,0
4444285,323,325964.7,0
1521111,153,401979.03,0
2196439,185,337861.56,0
4841143,347,19951.58,0
1616673,156,5758.77,0
3933202,285,52642.87,0
2984594,231,69943.76,0
3302162,252,86242.75,0
870368,42,119676.23,0
4093157,301,45623.33,0
4233279,306,248003.76,0
3179666,239,112755.22,0
5626190,395,272.92,0
6130051,542,433853.6,0
4885170,348,17812.0,0
443632,19,117576.88,0
3815454,281,32229.64,0
5533655,381,93616.61,0
1044539,94,2443.9,0
3492017,258,195848.55,0
5992581,420,92894.16,0
4056719,300,22816.7,0
5784108,400,33984.17,0
3457288,257,10779.71,0
2425449,202,74331.71,0
984130,44,12346.79,0
2264861,187,168762.23,0
5420887,378,3863.15,0
840763,41,9796.43,0
4890342,349,2963.94,0
3017880,233,233061.67,0
700424,37,43696.72,0
1566422,155,17481.91,0
5705140,398,267011.82,0
5982331,408,9357.24,0
4918350,350,174351.64,0
30489,8,192931.65,0
2649885,209,1475638.82,0
2963646,231,208302.44,0
4595810,328,72595.78,0
3975868,297,49873.46,0
1309367,136,40112.72,0
1219674,133,83561.24,0
1053159,96,2405.87,0
6258066,599,4257.55,0
1904221,165,238233.05,0
1805769,163,63382.05,0
3239126,250,168834.62,0
3693823,277,166850.81,0
538686,21,3850.05,0
841337,41,133223.12,0
2308395,188,161535.29,0
3023162,233,71960.3,0
5306447,373,285968.88,0
6114013,527,7553.06,0
1582887,155,717037.51,0
6355667,709,545944.81,0
743606,38,336330.33,0
2612509,208,6254.92,0
1610870,156,14595.84,0
1008984,46,61401.75,0
3703403,277,92427.04,0
4836646,347,29725.18,0
5883661,403,10157.34,0
3571786,261,81939.85,0
2632659,209,190554.26,0
3475590,258,148003.7,0
4274389,307,340808.67,0
3800707,281,41950.91,0
1946472,177,231907.54,0
2609612,208,172414.51,0
1267235,135,6970.15,0
2399716,201,28610.58,0
5463131,379,99852.34,0
3197903,249,66490.8,0
5227176,370,1736399.98,0
5172357,358,240207.81,0
5544289,382,2208.34,0
5308067,373,24253.73,0
1509299,144,12309.41,0
1971931,178,28462.66,0
3529899,259,76742.12,0
4461914,323,2674.27,0
3780607,280,7687.8,0
5956128,405,45828.15,0
14199,8,6771.82,0
1811844,163,234748.88,0
4348770,309,340042.65,0
2325692,188,95158.02,0
1503449,143,328307.21,0
3926261,285,58266.67,0
4068254,300,26165.76,0
1260507,134,3471.72,0
4591410,328,4760.25,0
6125203,540,3977.11,0
5514031,380,40051.71,0
13241,7,604933.61,0
562490,22,271497.19,0
4233912,306,18607.37,0
5946431,405,6284.19,0
2475244,204,21888.04,0
4339878,308,10105.58,0
1555087,154,7740.26,0
4917737,350,246979.58,0
3515313,259,135346.15,0
5293987,373,52826.88,0
5175248,359,168758.41,0
117402,11,192834.26,0
2967591,231,581599.38,0
2649802,209,2565.45,0
3850321,282,1484.37,0
5917085,404,4651.48,0
373104,17,7117.4,0
542591,21,333877.44,0
3902177,284,7964.46,0
6140293,544,218235.18,0
1533972,154,453240.89,0
1533217,154,848395.46,0
1203045,133,211064.39,0
2931163,229,9289.69,0
1567935,155,107542.34,0
2780682,214,242872.35,0
4315292,308,39088.67,0
4551548,327,13223.74,0
795932,40,239579.48,0
4480748,324,18207.98,0
687024,36,383292.89,0
2904679,228,109214.77,0
2207574,186,221302.68,0
3233901,250,275919.57,0
137351,11,296500.63,0
5921550,404,284559.8,0
1504381,143,30948.17,0
4346421,308,400862.7,0
1409624,139,113631.44,0
3596024,262,458531.31,0
2394408,201,27918.67,0
2014482,180,106661.9,0
5869460,403,16072.35,0
607617,34,442463.22,0
2600461,208,145982.72,0
912455,43,199456.06,0
2200698,185,99846.8,0
3927360,285,128400.58,0
6233336,594,106726.36,0
3635342,274,46681.99,0
1653232,158,196117.05,0
1218498,133,269130.02,0
3833267,282,221698.94,0
1004335,46,10232.76,0
272858,15,96307.41,0
180878,12,100893.73,0
154182,12,152964.91,0
5599297,394,375776.46,0
1867187,164,23890.64,0
5678394,397,12474.08,0
88858,10,23022.86,0
1049498,95,6475.0,0
2677126,210,6959.49,0
201581,13,175023.69,0
3264827,251,26577.32,0
1450962,140,22803.97,0
4022229,299,7523.39,0
5732888,399,447507.78,0
4923620,350,112311.37,0
2309392,188,1254.25,0
1608901,156,9776.26,0
5140185,356,6079.39,0
6158517,548,2624.45,0
6258252,599,778.17,0
2713365,211,228947.3,0
1364040,138,828.46,0
4112006,302,13651.97,0
390372,17,10750.8,0
260634,14,117913.83,0
5462004,379,136090.94,0
5636299,396,23541.28,0
2730896,212,220975.56,0
4884777,348,257472.73,0
1864363,164,59978.85,0
4612216,329,117662.57,0
1140819,131,565378.8,0
3291168,252,333753.78,0
3074380,235,154126.67,0
5002088,353,15523.71,0
3280763,251,516807.36,0
1328992,137,121199.0,0
2289326,187,71255.91,0
4065373,300,34453.4,0
1950963,178,236465.45,0
2737355,212,2159.83,0
1868655,164,122191.06,0
5924641,404,176595.51,0
3283180,251,501221.43,0
3437205,256,157699.8,0
1420174,139,63466.53,0
222947,14,154416.63,0
4094453,301,1685.35,0
3964115,297,218396.23,0
792881,40,561326.64,0
678413,36,106781.59,0
205014,13,1042.16,0
435653,18,71481.94,0
3216707,250,276251.11,0
1643823,157,112810.23,0
4968266,351,100039.75,0
668791,36,24298.11,0
1930556,169,13954.91,0
3163615,237,475.32,0
3123807,236,189395.79,0
3615715,273,4413.21,0
6324701,688,205025.42,0
1226694,133,83391.04,0
461183,19,172399.02,0
5972763,407,7345.76,0
5881017,403,12906.85,0
6194612,573,206450.38,0
5406449,377,116421.76,0
6210298,588,175794.08,0
5661836,396,18473.09,0
4725322,332,414439.4,0
1438141,140,8859.87,0
406779,18,70436.81,0
2878339,228,334399.8,0
5094963,355,1740.4,0
4919529,350,2437.49,0
1924147,167,6183.03,0
4530122,326,28210.19,0
293890,15,457092.64,0
3435404,256,11960.59,0
2548416,206,12910.42,0
964165,44,13525.98,0
3490244,258,93201.66,0
952845,44,5248.6,0
2239962,186,121797.99,0
1262918,134,162140.21,0
4037691,299,47929.81,0
3426610,256,11024.96,0
1660436,158,14484.89,0
3281618,251,33074.71,0
3236516,250,237149.5,0
4179892,304,330586.53,0
3872985,283,76247.1,0
3911940,284,21432.86,0
764212,38,230842.22,0
3688755,276,58189.97,0
4526032,326,328212.25,0
2482148,204,56176.45,0
2053007,181,16987.83,0
4391267,321,31302.42,0
1141939,131,15426.43,0
2740262,212,31295.5,0
6032070,474,21210.2,0
5091256,355,12891.36,0
264065,15,65228.89,0
5428675,378,168186.35,0
3978367,297,22963.21,0
4968620,351,17954.61,0
1141932,131,290170.3,0
508006,20,3386.82,0
4130453,302,78321.99,0
2683603,210,209485.05,0
6218388,589,211491.09,0
4611481,329,9824.27,0
4147361,303,58029.91,0
2388079,201,206912.99,0
5461622,379,7924.34,0
3372193,254,138199.28,0
2249555,187,6309.88,0
2229263,186,319876.97,0
5511864,380,86960.17,0
287058,15,6888.0,0
6117681,530,618350.4,0
586167,33,57045.87,0
3753382,279,11956.01,0
4387070,313,4960425.08,0
3435672,256,20191.9,0
157770,12,2217.89,0
1710695,160,413757.95,0
4038430,299,415026.14,0
1606973,156,265669.35,0
4879193,348,88320.86,0
878500,42,225921.45,0
5662088,396,99517.62,0
6029341,471,26904.55,0
4627563,329,385991.75,0
121645,11,7280.01,0
5077959,355,134297.38,0
4227500,306,182149.73,0
3925048,285,129775.21,0
1990998,179,6831.73,0
1217240,133,274196.72,0
3134501,236,4057.3,0
384332,17,22230.54,0
2134191,183,6820.15,0
381683,17,34417.1,0
4257162,306,111035.48,0
5513049,380,115423.77,0
5728057,399,7192.32,0
2486745,204,20117.2,0
4850595,347,45369.52,0
3783665,280,46163.46,0
5572065,393,137066.28,0
4266198,307,280799.32,0
961403,44,157477.67,0
1054305,96,59.4,0
4163705,304,26749.88,0
748554,38,1710.32,0
2704126,211,187385.48,0
6319746,687,3509.64,0
2071219,181,6458.2,0
1066173,120,12345.84,0
6234913,594,4702.19,0
4746764,333,32042.88,0
224329,14,239935.5,0
3685354,276,87895.41,0
1360335,138,74312.99,0
1704905,160,218753.85,0
1242148,134,382940.01,0
2605785,208,259790.19,0
3921663,284,609.22,0
3918890,284,398338.59,0
4294958,307,103836.38,0
3272765,251,190550.77,0
3736512,278,25916.26,0
5160946,357,52275.09,0
4154701,303,3210.11,0
2374842,191,681039.76,0
1652020,158,35344.54,0
2394163,201,336318.35,0
3692381,277,2512.01,0
2427160,202,410663.39,0
1346195,137,30339.63,0
2477165,204,108600.39,0
3802005,281,6304.86,0
5078734,355,319811.32,0
6331710,690,268906.83,0
3090028,235,190648.98,0
4470427,324,61821.21,0
5103,5,3212.82,0
4312265,308,1009.41,0
1876063,164,47145.6,0
1058069,96,1584.18,0
6028534,471,267607.66,0
3061816,234,23537.99,0
1674841,158,151790.82,0
1256625,134,98377.92,0
2287635,187,8458.55,0
2590879,207,174710.43,0
4446160,323,163101.6,0
4274987,307,24.37,0
1162772,132,52374.58,0
4587545,328,160064.43,0
4039190,299,182601.29,0
313252,16,457804.52,0
2191283,185,1358594.27,0
5945244,405,123570.77,0
3983132,298,215585.11,0
4773804,335,274371.7,0
960985,44,1381.13,0
5035429,354,167517.96,0
6064047,505,8667.9,0
5603458,394,9823.28,0
2266232,187,1859.91,0
462615,19,34030.78,0
3544730,260,7824.57,0
649954,35,1490124.38,0
910859,43,66370.7,0
1739546,161,119633.5,0
6098813,522,3934.02,0
4986479,352,139227.17,0
1706557,160,466090.37,0
6122673,540,63277.67,0
5055324,354,426082.72,0
6145666,546,2522.51,0
3771194,280,31151.79,0
5118286,356,21542.89,0
3495895,259,63348.27,0
3867204,283,229931.38,0
5743137,399,41571.89,0
6155348,548,54078.19,0
157658,12,12030.82,0
1979093,179,73026.37,0
1892324,165,260855.25,0
3757412,279,160537.92,0
2138862,184,17318.75,0
1310889,136,671319.73,0
74206,10,112433.11,0
605479,34,295711.63,0
6003102,428,126700.32,0
3842182,282,351.63,0
3112234,235,203804.2,0
5027893,353,190407.29,0
4208360,305,84622.54,0
4159962,304,102173.2,0
1970831,178,13426.89,0
1206847,133,51395.0,0
6163727,550,67103.64,0
1331610,137,9407.07,0
6091872,522,97591.4,0
2743428,212,37803.38,0
66912,9,1169.08,0
1878474,164,20032.19,0
4323574,308,271225.45,0
4373129,310,4047.29,0
4907759,349,15133.35,0
142423,11,99489.24,0
4764938,334,237360.99,0
4026476,299,724503.66,0
2158268,184,30167.47,0
4222160,306,16472.3,0
300488,15,8215.71,0
4716312,332,10997.66,0
5065163,354,4806.36,0
6111358,525,36934.55,0
1503828,143,8289.05,0
3962445,297,236522.03,0
1853993,164,320664.44,0
2505234,205,376055.51,0
5496843,380,7657.63,0
6046235,492,318247.22,0
2831281,226,757562.93,0
6308587,686,202469.73,0
4536088,326,239613.65,0
2301643,188,273268.38,0
6087901,522,15593.74,0
476405,19,23933.71,0
4035538,299,10256.74,0
1637537,157,475126.24,0
2412385,202,11499.93,0
620729,34,356812.82,0
1532922,154,6945.36,0
3811005,281,62601.72,0
2497598,204,188223.5,0
4781033,335,153150.75,0
1984391,179,157498.42,0
531926,20,14454.31,0
4735040,332,589644.24,0
93096,10,523877.83,0
629555,34,27844.94,0
892424,42,12957.23,0
1175045,132,91178.36,0
6347771,694,11365.28,0
6180843,565,3242.32,0
2114356,183,6673.66,0
4510383,325,428797.0,0
3397278,255,219361.71,0
3680012,276,11273.41,0
1232402,133,412618.12,0
1060638,119,293027.76,0
4392665,321,74297.01,0
287234,15,128763.54,0
4701284,331,258563.34,0
1666837,158,71827.95,0
3385578,255,52508.88,0
180051,12,171894.78,0
3931452,285,12969.34,0
940319,43,279619.27,0
3146270,236,14063.29,0
5056198,354,57533.75,0
53554,9,132245.98,0
1302369,136,305863.85,0
5939034,404,1057.13,0
3051416,234,39695.78,0
2734306,212,321138.67,0
1299493,136,278605.14,0
2982362,231,279790.69,0
252531,14,190258.65,0
2818147,225,2376097.59,0
1982181,179,8440.36,0
5788550,401,107749.12,0
4147974,303,4346.19,0
4332231,308,6513.78,0
3856066,283,13578.81,0
1299421,136,9271.31,0
6210152,588,101922.6,0
4951818,351,2825.81,0
2187249,185,5791.19,0
5532933,381,103572.5,0
3988378,298,8181.13,0
4547639,327,114071.59,0
2977577,231,65131.96,0
3341677,253,20857.86,0
3239040,250,146324.29,0
87241,10,1599.65,0
3613772,273,4415.72,0
5951126,405,273320.54,0
6014477,449,5501.85,0
3210064,249,14253.76,0
119155,11,323982.17,0
2507868,205,11917.78,0
859873,42,547200.18,0
2316470,188,2508.19,0
2280372,187,122282.59,0
2092712,182,32007.59,0
3791013,280,154339.82,0
5134895,356,97222.53,0
3318895,252,325356.54,0
2270998,187,78840.88,0
999372,45,178393.25,0
3914033,284,305256.06,0
2573872,207,159.79,0
5133866,356,3201.39,0
5323783,374,204191.55,0
5971864,407,4243.84,0
3944401,286,0.58,0
287015,15,44834.64,0
1614934,156,206399.61,0
604718,34,53020.63,0
4357085,309,299713.59,0
4545929,326,16153.41,0
5959417,406,34815.02,0
4300400,307,142761.39,0
5530906,381,10745.5,0
6218367,589,179809.56,0
2121011,183,277991.24,0
1619941,157,334428.34,0
3741298,279,309576.74,0
778361,39,18402.64,0
4002794,298,157501.98,0
474553,19,117708.57,0
2406097,202,97456.5,0
2379323,192,67021.78,0
2155846,184,180717.37,0
5475996,379,355607.19,0
6049889,493,7249.99,0
4588598,328,8834.93,0
5270771,372,282733.44,0
1951528,178,272581.2,0
1908718,166,374766.83,0
2637328,209,58861.21,0
1652051,158,70601.7,0
